2,6,Day of Simulation[],Month[],Day of Month[],DST Indicator[1=yes 0=no],Hour[],StartMinute[],EndMinute[],DayType,1925,1,BLOCK2:MAINAREA,Zone Mean Radiant Temperature [C] !TimeStep,ON
2,1, 7,29, 1, 1, 0.00, 5.00,Monday         ,1925,24.0807137027527
2,1, 7,29, 1, 1, 5.00,10.00,Monday         ,1925,24.0393359702348
2,1, 7,29, 1, 1,10.00,15.00,Monday         ,1925,23.9902758741408
2,1, 7,29, 1, 1,15.00,20.00,Monday         ,1925,23.9339978482042
2,1, 7,29, 1, 1,20.00,25.00,Monday         ,1925,23.8721604353113
2,1, 7,29, 1, 1,25.00,30.00,Monday         ,1925,23.8061491668816
2,1, 7,29, 1, 1,30.00,35.00,Monday         ,1925,23.736747945901
2,1, 7,29, 1, 1,35.00,40.00,Monday         ,1925,23.6642927618366
2,1, 7,29, 1, 1,40.00,45.00,Monday         ,1925,23.588985703275
2,1, 7,29, 1, 1,45.00,50.00,Monday         ,1925,23.5109755735469
2,1, 7,29, 1, 1,50.00,55.00,Monday         ,1925,23.4307232308539
2,1, 7,29, 1, 1,55.00,60.00,Monday         ,1925,23.3479569868649
2,1, 7,29, 1, 2, 0.00, 5.00,Monday         ,1925,23.2633314726586
2,1, 7,29, 1, 2, 5.00,10.00,Monday         ,1925,23.1792767543317
2,1, 7,29, 1, 2,10.00,15.00,Monday         ,1925,23.0973848354973
2,1, 7,29, 1, 2,15.00,20.00,Monday         ,1925,23.0175084984337
2,1, 7,29, 1, 2,20.00,25.00,Monday         ,1925,22.9389034436735
2,1, 7,29, 1, 2,25.00,30.00,Monday         ,1925,22.8609743275107
2,1, 7,29, 1, 2,30.00,35.00,Monday         ,1925,22.783440322097
2,1, 7,29, 1, 2,35.00,40.00,Monday         ,1925,22.7062059276095
2,1, 7,29, 1, 2,40.00,45.00,Monday         ,1925,22.6292045389933
2,1, 7,29, 1, 2,45.00,50.00,Monday         ,1925,22.5523908594053
2,1, 7,29, 1, 2,50.00,55.00,Monday         ,1925,22.4756901891583
2,1, 7,29, 1, 2,55.00,60.00,Monday         ,1925,22.3990639450451
2,1, 7,29, 1, 3, 0.00, 5.00,Monday         ,1925,22.3232615878208
2,1, 7,29, 1, 3, 5.00,10.00,Monday         ,1925,22.2489424854982
2,1, 7,29, 1, 3,10.00,15.00,Monday         ,1925,22.1769170840181
2,1, 7,29, 1, 3,15.00,20.00,Monday         ,1925,22.107045683546
2,1, 7,29, 1, 3,20.00,25.00,Monday         ,1925,22.0388629010236
2,1, 7,29, 1, 3,25.00,30.00,Monday         ,1925,21.972002237266
2,1, 7,29, 1, 3,30.00,35.00,Monday         ,1925,21.9062621965929
2,1, 7,29, 1, 3,35.00,40.00,Monday         ,1925,21.841555801972
2,1, 7,29, 1, 3,40.00,45.00,Monday         ,1925,21.7778283509908
2,1, 7,29, 1, 3,45.00,50.00,Monday         ,1925,21.7147877604349
2,1, 7,29, 1, 3,50.00,55.00,Monday         ,1925,21.6528210170802
2,1, 7,29, 1, 3,55.00,60.00,Monday         ,1925,21.5916475157158
2,1, 7,29, 1, 4, 0.00, 5.00,Monday         ,1925,21.5298578735674
2,1, 7,29, 1, 4, 5.00,10.00,Monday         ,1925,21.4801084225438
2,1, 7,29, 1, 4,10.00,15.00,Monday         ,1925,21.4354657602039
2,1, 7,29, 1, 4,15.00,20.00,Monday         ,1925,21.3878498201262
2,1, 7,29, 1, 4,20.00,25.00,Monday         ,1925,21.3343738648465
2,1, 7,29, 1, 4,25.00,30.00,Monday         ,1925,21.2759108909042
2,1, 7,29, 1, 4,30.00,35.00,Monday         ,1925,21.2141284317716
2,1, 7,29, 1, 4,35.00,40.00,Monday         ,1925,21.1501770855851
2,1, 7,29, 1, 4,40.00,45.00,Monday         ,1925,21.0844750153225
2,1, 7,29, 1, 4,45.00,50.00,Monday         ,1925,21.0171539119318
2,1, 7,29, 1, 4,50.00,55.00,Monday         ,1925,20.9482990157478
2,1, 7,29, 1, 4,55.00,60.00,Monday         ,1925,20.8782709605069
2,1, 7,29, 1, 5, 0.00, 5.00,Monday         ,1925,20.8079901391914
2,1, 7,29, 1, 5, 5.00,10.00,Monday         ,1925,21.0849884038762
