TimeStep,VarDate,Pac,Temperature,Vac
14:20,2015-05-04,4391.07,57.35,211.27
14:25,2015-05-04,4361.92,57.19,211.35
14:30,2015-05-04,4340.28,56.84,211.47
14:35,2015-05-04,4323.14,56.6,211.58
14:40,2015-05-04,4290.63,56.4,211.37
14:45,2015-05-04,4252.15,55.9,211.52
14:50,2015-05-04,4213.61,55.88,211.53
14:55,2015-05-04,4166.86,55.35,211.47
15:00,2015-05-04,4131.27,56.5,211.54
15:05,2015-05-04,4091.74,59.14,211.53
15:10,2015-05-04,4055.08,60.74,211.74
15:15,2015-05-04,3995.12,61.86,211.54
15:20,2015-05-04,3947.43,62.59,211.31
15:25,2015-05-04,3913.73,63.34,211.31
15:30,2015-05-04,3876.49,63.84,211.21
15:35,2015-05-04,3814.58,64.1,211.1
15:40,2015-05-04,3754.38,64.41,211.05
15:45,2015-05-04,3694.64,64.64,211.13
15:50,2015-05-04,3645.6,64.63,211.13
15:55,2015-05-04,3587.57,64.59,211.1
16:00,2015-05-04,3516.49,64.31,211.06
16:05,2015-05-04,3452.37,64.1,211.12
16:10,2015-05-04,3382.39,64.04,211.1
16:15,2015-05-04,3315.11,63.6,211.12
16:20,2015-05-04,3249.08,63.46,211.05
16:25,2015-05-04,3174.05,63.1,210.99
16:30,2015-05-04,3101.4,62.72,210.97
16:35,2015-05-04,3021.73,62.22,211.07
16:40,2015-05-04,2946.31,61.81,211.06
16:45,2015-05-04,2872.91,61.48,210.97
16:50,2015-05-04,2786.49,60.95,210.79
16:55,2015-05-04,2703.18,60.36,210.77
17:00,2015-05-04,2617.49,59.76,210.99
17:05,2015-05-04,2534.2,59.27,210.97
17:10,2015-05-04,2450.71,58.63,210.98
17:15,2015-05-04,2357.53,58.07,211.04
17:20,2015-05-04,2268.88,57.42,210.8
17:25,2015-05-04,2178.61,56.84,210.47
17:30,2015-05-04,2082.24,56.17,210.4
17:35,2015-05-04,1988.17,55.47,210.45
17:40,2015-05-04,1885.7,54.79,210.42
17:45,2015-05-04,1705.1,53.8,210.38
17:50,2015-05-04,1382.36,52.36,210.37
17:55,2015-05-04,1051.31,50.7,210.33
18:00,2015-05-04,621.18,48.57,210.1
18:05,2015-05-04,422.74,46.79,210.03
18:10,2015-05-04,381.73,45.57,210.3
18:15,2015-05-04,358.58,44.63,210.33
18:20,2015-05-04,347.91,43.76,210.25
18:25,2015-05-04,352.47,43.24,210.29
18:30,2015-05-04,351.68,42.7,210.2
18:35,2015-05-04,330.47,42.15,210.21
18:40,2015-05-04,284.9,41.71,210.13
18:45,2015-05-04,249.97,41.19,210.21
18:50,2015-05-04,216.84,40.76,210.29
18:55,2015-05-04,218.73,40.21,210.31
19:00,2015-05-04,227.16,40.09,210.35
19:05,2015-05-04,224.41,39.61,210.31
19:10,2015-05-04,216.16,39.58,210.19
19:15,2015-05-04,177.89,38.92,210.26
19:20,2015-05-04,150.74,38.63,210.18
19:25,2015-05-04,112.16,38.3,210.15
19:30,2015-05-04,69.27,37.81,210.29
19:35,2015-05-04,36.88,37.46,210.32
19:40,2015-05-04,11.45,37.09,210.2
19:45,2015-05-04,0,36.58,210.05
19:50,2015-05-04,0,35.93,209.97
19:55,2015-05-04,0,35.77,209.78
20:00,2015-05-04,0,35.21,209.79
20:05,2015-05-04,0,35.2,209.87
06:10,2015-05-05,0,20.69,208.77
06:15,2015-05-05,0,20.7,209
06:20,2015-05-05,0,20.7,209.32
06:25,2015-05-05,1.81,20.68,209.57
06:30,2015-05-05,11.25,20.95,209.25
06:35,2015-05-05,33.66,21.3,209.09
06:40,2015-05-05,74.23,21.67,209.11
06:45,2015-05-05,119.71,22,209.06
06:50,2015-05-05,180.73,22.28,209.08
06:55,2015-05-05,240.26,22.65,209.13
07:00,2015-05-05,280.54,23.19,209.47
07:05,2015-05-05,320.84,23.42,209.69
07:10,2015-05-05,358.52,23.79,210.68
07:15,2015-05-05,389.81,24.39,210.75
07:20,2015-05-05,422.07,24.55,210.66
07:25,2015-05-05,452.74,25.07,210.64
07:30,2015-05-05,486.45,25.34,210.36
07:35,2015-05-05,550.48,25.77,210.36
07:40,2015-05-05,628.3,26.44,210.25
07:45,2015-05-05,676.58,27,210.32
07:50,2015-05-05,679.38,27.38,210.24
07:55,2015-05-05,700.96,27.64,210.24
08:00,2015-05-05,815.89,28.38,210.26
08:05,2015-05-05,973.13,29.13,210.09
08:10,2015-05-05,1770.93,31.54,210.29
08:15,2015-05-05,1788.41,33.72,210.22
08:20,2015-05-05,1597.36,34.09,210.14
08:25,2015-05-05,1135.59,33.32,210.03
08:30,2015-05-05,1191.81,33.29,209.91
08:35,2015-05-05,1285,33.69,209.95
08:40,2015-05-05,1447.65,34.32,209.94
08:45,2015-05-05,1640.7,35.54,209.87
08:50,2015-05-05,1698.7,36.19,209.89
08:55,2015-05-05,1824.43,37.34,210.16
09:00,2015-05-05,1332.41,36.51,209.94
09:05,2015-05-05,1094.89,35.6,209.76
09:10,2015-05-05,1536.34,35.89,209.95
09:15,2015-05-05,2841.31,40.75,210.34
09:20,2015-05-05,3100.78,43.75,210.32
09:25,2015-05-05,2971.69,45.39,210.23
09:30,2015-05-05,2417.59,43.71,210.23
09:35,2015-05-05,2376.52,44.22,210.03
09:40,2015-05-05,3699,48.89,210.5
09:45,2015-05-05,3551.96,50.63,210.18
09:50,2015-05-05,3452.99,51.22,210.31
09:55,2015-05-05,3729.5,52.79,211.08
10:00,2015-05-05,3751.24,54.25,211
10:05,2015-05-05,3706.23,55.13,211.08
10:10,2015-05-05,3591.35,55.27,211.12
10:15,2015-05-05,3673.18,56.02,211.08
10:20,2015-05-05,3825.92,57.13,211.24
10:25,2015-05-05,4063.32,58.43,211.29
10:30,2015-05-05,4189.89,60.03,211.13
10:35,2015-05-05,2800.11,58.07,210.49
10:40,2015-05-05,3858.95,57.7,210.89
10:45,2015-05-05,4246.59,61.11,211.08
10:50,2015-05-05,4107.28,61.93,211.04
10:55,2015-05-05,4182.64,62.65,211.04
11:00,2015-05-05,2648.79,58.89,210.41
11:05,2015-05-05,2767.01,56.79,210.28
11:10,2015-05-05,4386.04,61.78,211.05
11:15,2015-05-05,4323.59,63.54,210.82
11:20,2015-05-05,4046.55,63.56,210.89
11:25,2015-05-05,4157.48,64.24,210.76
11:30,2015-05-05,4364.88,65.4,211.01
11:35,2015-05-05,4382.19,66.21,211.05
11:40,2015-05-05,4262.31,66.49,210.99
11:45,2015-05-05,4358.76,66.93,211.23
11:50,2015-05-05,4375.04,67.55,211.07
11:55,2015-05-05,4422.3,68.13,211.02
12:00,2015-05-05,4425.89,68.5,210.74
12:05,2015-05-05,4440.93,69,211.25
12:10,2015-05-05,4453.21,69.35,211.93
12:15,2015-05-05,4449.11,69.79,212.07
12:20,2015-05-05,4468.82,68.5,212.14
12:25,2015-05-05,4476.38,64.69,211.96
12:30,2015-05-05,4490.63,62.62,211.89
12:35,2015-05-05,4488.95,61.3,211.85
12:40,2015-05-05,4494.9,60.32,211.82
12:45,2015-05-05,4491.12,59.68,211.77
12:50,2015-05-05,4506.18,59.12,210.86
12:55,2015-05-05,4512.77,58.87,211.1
13:00,2015-05-05,4514.08,58.41,211.03
13:05,2015-05-05,4504.66,58.4,211.15
13:10,2015-05-05,4509.05,58.37,211.14
13:15,2015-05-05,4493.01,57.95,211.22
13:20,2015-05-05,4469.5,57.79,211.48
13:25,2015-05-05,4469.48,57.78,211.21
13:30,2015-05-05,4454.76,57.73,211.19
13:35,2015-05-05,4445.57,57.39,211.54
13:40,2015-05-05,4435.81,57.2,211.21
13:45,2015-05-05,4441.41,57.2,210.89
13:50,2015-05-05,4446.73,57.2,211.04
13:55,2015-05-05,4439.25,57.2,211.26
14:00,2015-05-05,4412.65,57.18,211.28
14:05,2015-05-05,4401.19,57.18,211.12
14:10,2015-05-05,4374.68,57.05,211.07
14:15,2015-05-05,4343.28,56.62,211.15
14:20,2015-05-05,4317.92,56.6,211.13
14:25,2015-05-05,4279.4,56.56,211.12
14:30,2015-05-05,4259.38,56.18,211.14
14:35,2015-05-05,4228.05,55.9,211.51
14:40,2015-05-05,4201.7,55.89,211.53
14:45,2015-05-05,4172.39,55.52,211.55
14:50,2015-05-05,4150.72,55.3,211.57
14:55,2015-05-05,4027.54,56.66,211.4
15:00,2015-05-05,3949.04,58.95,211.52
15:05,2015-05-05,3851.45,60.13,211.35
15:10,2015-05-05,3852.68,61.28,211.34
15:15,2015-05-05,3977.66,62.46,211.35
15:20,2015-05-05,3953.38,63.49,211.56
15:25,2015-05-05,3904.59,64.09,211.49
15:30,2015-05-05,3879.08,64.65,211.49
15:35,2015-05-05,3812.84,64.71,211.43
15:40,2015-05-05,3761.01,65.24,211.27
15:45,2015-05-05,3698.32,65.36,211.46
