6,1,Environment,Site Outdoor Air Drybulb Temperature [C] !TimeStep
7,1,Environment,Site Outdoor Air Dewpoint Temperature [C] !TimeStep
8,1,Environment,Site Outdoor Air Barometric Pressure [Pa] !TimeStep
9,1,Environment,Site Wind Speed [m/s] !TimeStep
10,1,Environment,Site Wind Direction [deg] !TimeStep
11,1,Environment,Site Diffuse Solar Radiation Rate per Area [W/m2] !TimeStep
12,1,Environment,Site Direct Solar Radiation Rate per Area [W/m2] !TimeStep
13,1,Environment,Site Solar Azimuth Angle [deg] !TimeStep
14,1,Environment,Site Solar Altitude Angle [deg] !TimeStep
15,1,1STFLOOR:STAIRS,Zone People Sensible Heating Rate [W] !TimeStep
16,1,1STFLOOR:TRASHROOM,Zone People Sensible Heating Rate [W] !TimeStep
17,1,1STFLOOR:STAFFRESTROOM,Zone People Sensible Heating Rate [W] !TimeStep
18,1,1STFLOOR:OPENOFFICE,Zone People Sensible Heating Rate [W] !TimeStep
19,1,1STFLOOR:OFFICE111,Zone People Sensible Heating Rate [W] !TimeStep
20,1,1STFLOOR:TANK,Zone People Sensible Heating Rate [W] !TimeStep
21,1,1STFLOOR:PUMPROOM,Zone People Sensible Heating Rate [W] !TimeStep
22,1,1STFLOOR:LOBBY,Zone People Sensible Heating Rate [W] !TimeStep
23,1,1STFLOOR:PREPROOM,Zone People Sensible Heating Rate [W] !TimeStep
24,1,1STFLOOR:KITCHEN,Zone People Sensible Heating Rate [W] !TimeStep
25,1,1STFLOOR:VESTIBULE,Zone People Sensible Heating Rate [W] !TimeStep
26,1,1STFLOOR:ELEC.,Zone People Sensible Heating Rate [W] !TimeStep
27,1,1STFLOOR:JANITOR,Zone People Sensible Heating Rate [W] !TimeStep
28,1,1STFLOOR:MEN%SRESTROOM,Zone People Sensible Heating Rate [W] !TimeStep
29,1,1STFLOOR:LOBBY1,Zone People Sensible Heating Rate [W] !TimeStep
30,1,1STFLOOR:STORAGE,Zone People Sensible Heating Rate [W] !TimeStep
31,1,1STFLOOR:ELEV.CLOSET,Zone People Sensible Heating Rate [W] !TimeStep
32,1,1STFLOOR:ELEVATOR,Zone People Sensible Heating Rate [W] !TimeStep
33,1,1STFLOOR:OFFICE,Zone People Sensible Heating Rate [W] !TimeStep
34,1,1STFLOOR:WOMEN%SRESTROOM,Zone People Sensible Heating Rate [W] !TimeStep
35,1,1STFLOOR:CLASSROOM,Zone People Sensible Heating Rate [W] !TimeStep
36,1,BLOCK2:STORGE,Zone People Sensible Heating Rate [W] !TimeStep
37,1,BLOCK2:MAINAREA,Zone People Sensible Heating Rate [W] !TimeStep
38,1,BLOCK2:AQUARIUM,Zone People Sensible Heating Rate [W] !TimeStep
39,1,BLOCK2:ELEVATOR1,Zone People Sensible Heating Rate [W] !TimeStep
40,1,BLOCK2:VESTIBULE,Zone People Sensible Heating Rate [W] !TimeStep
41,1,BLOCK2:MECH.,Zone People Sensible Heating Rate [W] !TimeStep
42,1,BLOCK2:THEATER,Zone People Sensible Heating Rate [W] !TimeStep
43,1,BLOCK2:CLOSET,Zone People Sensible Heating Rate [W] !TimeStep
44,1,BLOCK2:ZONE8,Zone People Sensible Heating Rate [W] !TimeStep
45,1,BLOCK2:ELEVATOR,Zone People Sensible Heating Rate [W] !TimeStep
46,1,BLOCK2:EQUIPTMENTRM.,Zone People Sensible Heating Rate [W] !TimeStep
47,1,BLOCK1:MAINAREA,Zone People Sensible Heating Rate [W] !TimeStep
1804,1,1STFLOOR:STAIRS,Zone Windows Total Transmitted Solar Radiation Rate [W] !TimeStep
1805,1,1STFLOOR:STAIRS,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !TimeStep
1806,1,1STFLOOR:STAIRS,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !TimeStep
1807,1,1STFLOOR:TRASHROOM,Zone Windows Total Transmitted Solar Radiation Rate [W] !TimeStep
1808,1,1STFLOOR:TRASHROOM,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !TimeStep
1809,1,1STFLOOR:TRASHROOM,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !TimeStep
1810,1,1STFLOOR:STAFFRESTROOM,Zone Windows Total Transmitted Solar Radiation Rate [W] !TimeStep
1811,1,1STFLOOR:STAFFRESTROOM,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !TimeStep
1812,1,1STFLOOR:STAFFRESTROOM,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !TimeStep
1813,1,1STFLOOR:OPENOFFICE,Zone Windows Total Transmitted Solar Radiation Rate [W] !TimeStep
1814,1,1STFLOOR:OPENOFFICE,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !TimeStep
1815,1,1STFLOOR:OPENOFFICE,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !TimeStep
1816,1,1STFLOOR:OFFICE111,Zone Windows Total Transmitted Solar Radiation Rate [W] !TimeStep
1817,1,1STFLOOR:OFFICE111,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !TimeStep
1818,1,1STFLOOR:OFFICE111,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !TimeStep
1819,1,1STFLOOR:TANK,Zone Windows Total Transmitted Solar Radiation Rate [W] !TimeStep
1820,1,1STFLOOR:TANK,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !TimeStep
1821,1,1STFLOOR:TANK,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !TimeStep
1822,1,1STFLOOR:PUMPROOM,Zone Windows Total Transmitted Solar Radiation Rate [W] !TimeStep
1823,1,1STFLOOR:PUMPROOM,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !TimeStep
1824,1,1STFLOOR:PUMPROOM,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !TimeStep
1825,1,1STFLOOR:LOBBY,Zone Windows Total Transmitted Solar Radiation Rate [W] !TimeStep
1826,1,1STFLOOR:LOBBY,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !TimeStep
1827,1,1STFLOOR:LOBBY,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !TimeStep
1828,1,1STFLOOR:PREPROOM,Zone Windows Total Transmitted Solar Radiation Rate [W] !TimeStep
1829,1,1STFLOOR:PREPROOM,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !TimeStep
1830,1,1STFLOOR:PREPROOM,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !TimeStep
1831,1,1STFLOOR:KITCHEN,Zone Windows Total Transmitted Solar Radiation Rate [W] !TimeStep
1832,1,1STFLOOR:KITCHEN,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !TimeStep
1833,1,1STFLOOR:KITCHEN,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !TimeStep
1834,1,1STFLOOR:VESTIBULE,Zone Windows Total Transmitted Solar Radiation Rate [W] !TimeStep
1835,1,1STFLOOR:VESTIBULE,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !TimeStep
1836,1,1STFLOOR:VESTIBULE,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !TimeStep
1837,1,1STFLOOR:ELEC.,Zone Windows Total Transmitted Solar Radiation Rate [W] !TimeStep
1838,1,1STFLOOR:ELEC.,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !TimeStep
1839,1,1STFLOOR:ELEC.,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !TimeStep
